case_id,activity,step_index,percent_done,timestamp,resource,weather_condition,traffic_index,weekday,is_holiday,delay_so_far,driver_factor,black_swan_event,black_swan_delay,label_remaining_time,label_next_activity,label_on_time,label_risk_score
CASE_2986,Abholung,1,0.25,2024-10-26 07:11:00.000000,Fahrer_17,klar,0.43,5,1,33.1,1.25,none,0.0,1029.0,Depot_Eingang,0,1.0
CASE_2986,Depot_Eingang,2,0.5,2024-10-26 08:54:07.426216,Fahrer_17,schnee,0.56,5,1,193.8,1.25,none,0.0,925.9,Hauptlauf,0,1.0
CASE_2986,Hauptlauf,3,0.75,2024-10-26 13:54:47.477114,Fahrer_17,klar,0.11,5,1,367.0,1.25,none,0.0,625.2,Auslieferung,0,1.0
CASE_2986,Auslieferung,4,1.0,2024-10-27 00:19:59.590250,Fahrer_17,klar,0.1,6,0,407.4,1.25,none,0.0,0.0,END,0,1.0
CASE_2987,Abholung,1,0.2,2024-02-23 15:00:00.000000,Fahrer_1,regen,0.47,4,0,33.0,1.07,none,0.0,1539.5,Depot_Eingang,0,1.0
CASE_2987,Depot_Eingang,2,0.4,2024-02-23 16:12:01.758290,Fahrer_1,klar,0.87,4,0,114.6,1.07,none,0.0,1467.5,Zollabfertigung,0,1.0
CASE_2987,Zollabfertigung,3,0.6,2024-02-23 20:27:37.257505,Fahrer_1,klar,0.63,4,0,295.3,1.07,none,0.0,1211.9,Hauptlauf,0,1.0
CASE_2987,Hauptlauf,4,0.8,2024-02-24 06:33:20.483421,Fahrer_1,nebel,0.16,5,0,414.5,1.07,Fahrzeugpanne,134.5,606.2,Auslieferung,0,1.0
CASE_2987,Auslieferung,5,1.0,2024-02-24 16:39:31.964517,Fahrer_1,schnee,0.62,5,0,538.3,1.07,none,0.0,0.0,END,0,1.0
CASE_2988,Abholung,1,0.25,2024-03-09 09:53:00.000000,Fahrer_2,regen,0.66,5,0,35.1,0.82,none,0.0,632.9,Depot_Eingang,1,-0.13
CASE_2988,Depot_Eingang,2,0.5,2024-03-09 11:23:05.637755,Fahrer_2,klar,0.13,5,0,27.6,0.82,none,0.0,542.8,Hauptlauf,1,-0.13
CASE_2988,Hauptlauf,3,0.75,2024-03-09 13:16:38.316740,Fahrer_2,klar,0.11,5,0,-64.1,0.82,none,0.0,429.3,Auslieferung,1,-0.13
CASE_2988,Auslieferung,4,1.0,2024-03-09 20:25:56.328339,Fahrer_2,nebel,0.15,5,0,-38.7,0.82,none,0.0,0.0,END,1,-0.13
CASE_2989,Abholung,1,0.2,2024-04-15 15:58:00.000000,Fahrer_20,regen,0.49,0,0,52.3,1.12,none,0.0,1114.5,Depot_Eingang,0,1.0
CASE_2989,Depot_Eingang,2,0.4,2024-04-15 17:27:18.133224,Fahrer_20,klar,0.75,0,0,135.7,1.12,none,0.0,1025.2,Zollabfertigung,0,1.0
CASE_2989,Zollabfertigung,3,0.6,2024-04-15 20:18:41.188900,Fahrer_20,regen,0.46,0,0,280.2,1.12,none,0.0,853.8,Hauptlauf,0,1.0
CASE_2989,Hauptlauf,4,0.8,2024-04-16 04:16:12.113036,Fahrer_20,klar,0.33,1,0,368.5,1.12,none,0.0,376.3,Auslieferung,0,1.0
CASE_2989,Auslieferung,5,1.0,2024-04-16 10:32:32.050930,Fahrer_20,klar,0.3,1,0,401.9,1.12,none,0.0,0.0,END,0,1.0
CASE_2990,Abholung,1,0.2,2024-10-29 18:39:00.000000,Fahrer_4,klar,0.58,1,0,25.9,0.88,none,0.0,920.3,Depot_Eingang,0,0.5
CASE_2990,Depot_Eingang,2,0.4,2024-10-29 19:35:55.115522,Fahrer_4,klar,0.27,1,0,22.2,0.88,none,0.0,863.4,Zollabfertigung,0,0.5
CASE_2990,Zollabfertigung,3,0.6,2024-10-29 21:11:09.883137,Fahrer_4,klar,0.27,1,0,66.9,0.88,none,0.0,768.2,Hauptlauf,0,0.5
CASE_2990,Hauptlauf,4,0.8,2024-10-30 02:07:55.005549,Fahrer_4,regen,0.33,2,0,71.3,0.88,Fahrzeugpanne,116.7,471.4,Auslieferung,0,0.5
CASE_2990,Auslieferung,5,1.0,2024-10-30 09:59:20.197637,Fahrer_4,schnee,0.7,2,0,149.2,0.88,none,0.0,0.0,END,0,0.5
CASE_2991,Abholung,1,0.2,2024-08-19 12:21:00.000000,Fahrer_6,klar,0.52,0,0,26.1,0.92,none,0.0,976.7,Depot_Eingang,0,0.98
CASE_2991,Depot_Eingang,2,0.4,2024-08-19 13:38:04.755764,Fahrer_6,schnee,0.48,0,0,108.2,0.92,none,0.0,899.6,Zollabfertigung,0,0.98
CASE_2991,Zollabfertigung,3,0.6,2024-08-19 16:33:14.057393,Fahrer_6,klar,0.81,0,0,145.8,0.92,none,0.0,724.5,Hauptlauf,0,0.98
CASE_2991,Hauptlauf,4,0.8,2024-08-19 19:20:46.961380,Fahrer_6,klar,0.46,0,0,175.7,0.92,none,0.0,556.9,Auslieferung,0,0.98
CASE_2991,Auslieferung,5,1.0,2024-08-20 04:37:43.446339,Fahrer_6,schnee,0.3,1,0,292.8,0.92,none,0.0,0.0,END,0,0.98
CASE_2992,Abholung,1,0.2,2024-05-06 15:16:00.000000,Fahrer_13,klar,0.53,0,0,25.3,1.12,none,0.0,1298.9,Depot_Eingang,0,1.0
CASE_2992,Depot_Eingang,2,0.4,2024-05-06 16:58:16.900147,Fahrer_13,regen,0.79,0,0,100.3,1.12,none,0.0,1196.7,Zollabfertigung,0,1.0
CASE_2992,Zollabfertigung,3,0.6,2024-05-06 20:33:15.133388,Fahrer_13,klar,0.48,0,0,162.9,1.12,none,0.0,981.7,Hauptlauf,0,1.0
CASE_2992,Hauptlauf,4,0.8,2024-05-07 00:08:54.995492,Fahrer_13,klar,0.4,1,0,323.9,1.12,none,0.0,766.0,Auslieferung,0,1.0
CASE_2992,Auslieferung,5,1.0,2024-05-07 12:54:56.617566,Fahrer_13,regen,0.3,1,0,379.1,1.12,none,0.0,0.0,END,0,1.0
CASE_2993,Abholung,1,0.25,2024-07-14 11:11:00.000000,Fahrer_15,klar,0.15,6,0,0.4,0.86,none,0.0,628.9,Depot_Eingang,1,-0.32
CASE_2993,Depot_Eingang,2,0.5,2024-07-14 12:00:21.802453,Fahrer_15,klar,0.13,6,0,-15.2,0.86,none,0.0,579.6,Hauptlauf,1,-0.32
CASE_2993,Hauptlauf,3,0.75,2024-07-14 13:55:49.844713,Fahrer_15,klar,0.08,6,0,-88.1,0.86,none,0.0,464.1,Auslieferung,1,-0.32
CASE_2993,Auslieferung,4,1.0,2024-07-14 21:39:55.938735,Fahrer_15,klar,0.04,6,0,-94.7,0.86,none,0.0,0.0,END,1,-0.32
CASE_2994,Abholung,1,0.2,2024-08-05 09:12:00.000000,Fahrer_8,regen,0.74,0,0,29.5,0.85,none,0.0,1187.6,Depot_Eingang,0,0.31
CASE_2994,Depot_Eingang,2,0.4,2024-08-05 11:04:31.689937,Fahrer_8,regen,0.55,0,0,56.9,0.85,none,0.0,1075.1,Zollabfertigung,0,0.31
CASE_2994,Zollabfertigung,3,0.6,2024-08-05 12:44:53.053352,Fahrer_8,klar,0.49,0,0,52.9,0.85,none,0.0,974.7,Hauptlauf,0,0.31
CASE_2994,Hauptlauf,4,0.8,2024-08-05 18:06:52.998784,Fahrer_8,nebel,0.73,0,0,74.6,0.85,none,0.0,652.7,Auslieferung,0,0.31
CASE_2994,Auslieferung,5,1.0,2024-08-06 04:59:35.354005,Fahrer_8,regen,0.21,1,0,94.1,0.85,none,0.0,0.0,END,0,0.31
CASE_2995,Abholung,1,0.25,2024-06-30 10:59:00.000000,Fahrer_4,klar,0.28,6,0,-3.3,0.89,none,0.0,407.8,Depot_Eingang,0,0.18
CASE_2995,Depot_Eingang,2,0.5,2024-06-30 12:11:41.156711,Fahrer_4,schnee,0.1,6,0,31.3,0.89,none,0.0,335.1,Hauptlauf,0,0.18
CASE_2995,Hauptlauf,3,0.75,2024-06-30 14:20:19.923668,Fahrer_4,klar,0.12,6,0,29.8,0.89,none,0.0,206.5,Auslieferung,0,0.18
CASE_2995,Auslieferung,4,1.0,2024-06-30 17:46:49.452097,Fahrer_4,regen,0.58,6,0,55.1,0.89,Grenzsperre,244.4,0.0,END,0,0.18
CASE_2996,Abholung,1,0.25,2024-12-27 14:54:00.000000,Fahrer_9,klar,0.45,4,0,9.5,0.85,none,0.0,530.1,Depot_Eingang,1,-0.04
CASE_2996,Depot_Eingang,2,0.5,2024-12-27 16:19:30.897531,Fahrer_9,klar,0.8,4,0,11.7,0.85,none,0.0,444.6,Hauptlauf,1,-0.04
CASE_2996,Hauptlauf,3,0.75,2024-12-27 17:52:44.083849,Fahrer_9,klar,0.84,4,0,-33.9,0.85,none,0.0,351.4,Auslieferung,1,-0.04
CASE_2996,Auslieferung,4,1.0,2024-12-27 23:44:06.484595,Fahrer_9,regen,0.5,4,0,-13.1,0.85,none,0.0,0.0,END,1,-0.04
CASE_2997,Abholung,1,0.25,2024-09-29 10:56:00.000000,Fahrer_2,klar,0.34,6,0,6.0,0.9,none,0.0,821.9,Depot_Eingang,0,0.54
CASE_2997,Depot_Eingang,2,0.5,2024-09-29 12:30:59.431561,Fahrer_2,schnee,0.08,6,0,73.3,0.9,none,0.0,726.9,Hauptlauf,0,0.54
CASE_2997,Hauptlauf,3,0.75,2024-09-29 14:45:18.741717,Fahrer_2,regen,0.07,6,0,96.9,0.9,none,0.0,592.6,Auslieferung,0,0.54
CASE_2997,Auslieferung,4,1.0,2024-09-30 00:37:54.967559,Fahrer_2,regen,0.5,0,0,160.8,0.9,none,0.0,0.0,END,0,0.54
CASE_2998,Abholung,1,0.2,2024-09-18 13:33:00.000000,Fahrer_16,klar,0.34,2,0,18.4,1.08,none,0.0,1239.3,Depot_Eingang,0,1.0
CASE_2998,Depot_Eingang,2,0.4,2024-09-18 14:49:25.647256,Fahrer_16,klar,0.34,2,0,51.9,1.08,Unfall,180.8,1162.8,Zollabfertigung,0,1.0
CASE_2998,Zollabfertigung,3,0.6,2024-09-18 17:56:56.629679,Fahrer_16,klar,0.67,2,0,118.1,1.08,none,0.0,975.3,Hauptlauf,0,1.0
CASE_2998,Hauptlauf,4,0.8,2024-09-18 22:57:06.597811,Fahrer_16,schnee,0.38,2,0,311.3,1.08,none,0.0,675.2,Auslieferung,0,1.0
CASE_2998,Auslieferung,5,1.0,2024-09-19 10:12:16.593192,Fahrer_16,klar,0.19,3,0,333.0,1.08,none,0.0,0.0,END,0,1.0
CASE_2999,Abholung,1,0.2,2024-07-08 13:51:00.000000,Fahrer_8,regen,0.54,0,0,63.8,0.99,none,0.0,982.3,Depot_Eingang,0,1.0
CASE_2999,Depot_Eingang,2,0.4,2024-07-08 15:55:47.641861,Fahrer_8,klar,0.47,0,0,92.8,0.99,none,0.0,857.5,Zollabfertigung,0,1.0
CASE_2999,Zollabfertigung,3,0.6,2024-07-08 17:28:48.200417,Fahrer_8,klar,0.87,0,0,292.6,0.99,Unfall,344.1,764.5,Hauptlauf,0,1.0
CASE_2999,Hauptlauf,4,0.8,2024-07-08 23:24:33.345070,Fahrer_8,regen,0.46,0,0,367.3,0.99,none,0.0,408.8,Auslieferung,0,1.0
CASE_2999,Auslieferung,5,1.0,2024-07-09 06:13:18.949065,Fahrer_8,klar,0.37,1,0,388.8,0.99,none,0.0,0.0,END,0,1.0
CASE_3000,Abholung,1,0.2,2024-08-29 09:10:00.000000,Fahrer_14,klar,0.58,3,0,23.5,1.08,none,0.0,1095.0,Depot_Eingang,0,1.0
CASE_3000,Depot_Eingang,2,0.4,2024-08-29 10:22:29.671334,Fahrer_14,klar,0.24,3,0,45.4,1.08,none,0.0,1022.5,Zollabfertigung,0,1.0
CASE_3000,Zollabfertigung,3,0.6,2024-08-29 13:10:23.276779,Fahrer_14,schnee,0.33,3,0,245.6,1.08,none,0.0,854.6,Hauptlauf,0,1.0
CASE_3000,Hauptlauf,4,0.8,2024-08-29 22:33:35.231621,Fahrer_14,regen,0.29,3,0,329.0,1.08,none,0.0,291.4,Auslieferung,0,1.0
CASE_3000,Auslieferung,5,1.0,2024-08-30 03:24:59.484264,Fahrer_14,klar,0.54,4,0,372.8,1.08,Grenzsperre,278.4,0.0,END,0,1.0
CASE_3001,Abholung,1,0.25,2024-02-07 13:31:00.000000,Fahrer_9,klar,0.21,2,0,6.7,1.0,none,0.0,922.1,Depot_Eingang,0,0.23
CASE_3001,Depot_Eingang,2,0.5,2024-02-07 14:07:39.399153,Fahrer_9,klar,0.15,2,0,15.9,1.0,none,0.0,885.5,Hauptlauf,0,0.23
CASE_3001,Hauptlauf,3,0.75,2024-02-07 16:27:52.401378,Fahrer_9,klar,0.6,2,0,42.1,1.0,none,0.0,745.3,Auslieferung,0,0.23
CASE_3001,Auslieferung,4,1.0,2024-02-08 04:53:07.508203,Fahrer_9,klar,0.34,3,0,68.7,1.0,none,0.0,0.0,END,0,0.23
CASE_3002,Abholung,1,0.25,2024-11-07 16:36:00.000000,Fahrer_9,klar,0.65,3,0,35.5,1.16,none,0.0,856.8,Depot_Eingang,0,1.0
CASE_3002,Depot_Eingang,2,0.5,2024-11-07 18:05:30.943775,Fahrer_9,schnee,0.56,3,0,176.9,1.16,none,0.0,767.3,Hauptlauf,0,1.0
CASE_3002,Hauptlauf,3,0.75,2024-11-07 21:46:52.520452,Fahrer_9,klar,0.32,3,0,310.8,1.16,none,0.0,545.9,Auslieferung,0,1.0
CASE_3002,Auslieferung,4,1.0,2024-11-08 06:52:47.604700,Fahrer_9,regen,0.46,4,0,390.1,1.16,none,0.0,0.0,END,0,1.0
CASE_3003,Abholung,1,0.2,2024-08-09 12:34:00.000000,Fahrer_12,klar,0.52,4,0,12.6,0.93,none,0.0,1411.5,Depot_Eingang,0,0.64
CASE_3003,Depot_Eingang,2,0.4,2024-08-09 14:02:35.350727,Fahrer_12,regen,0.52,4,0,55.9,0.93,none,0.0,1322.9,Zollabfertigung,0,0.64
CASE_3003,Zollabfertigung,3,0.6,2024-08-09 16:32:55.846353,Fahrer_12,klar,0.77,4,0,89.6,0.93,none,0.0,1172.5,Hauptlauf,0,0.64
CASE_3003,Hauptlauf,4,0.8,2024-08-09 23:27:38.819464,Fahrer_12,schnee,0.49,4,0,183.5,0.93,none,0.0,757.8,Auslieferung,0,0.64
CASE_3003,Auslieferung,5,1.0,2024-08-10 12:05:28.469097,Fahrer_12,klar,0.11,5,0,190.7,0.93,none,0.0,0.0,END,0,0.64
CASE_3004,Abholung,1,0.2,2024-11-22 13:20:00.000000,Fahrer_1,klar,0.44,4,0,3.9,0.83,none,0.0,1165.1,Depot_Eingang,0,0.37
CASE_3004,Depot_Eingang,2,0.4,2024-11-22 14:35:56.436399,Fahrer_1,klar,0.48,4,0,-11.3,0.83,none,0.0,1089.1,Zollabfertigung,0,0.37
CASE_3004,Zollabfertigung,3,0.6,2024-11-22 17:01:39.598349,Fahrer_1,klar,0.71,4,0,120.5,0.83,none,0.0,943.4,Hauptlauf,0,0.37
CASE_3004,Hauptlauf,4,0.8,2024-11-23 02:30:27.906508,Fahrer_1,klar,0.11,5,0,89.1,0.83,none,0.0,374.6,Auslieferung,0,0.37
CASE_3004,Auslieferung,5,1.0,2024-11-23 08:45:05.326857,Fahrer_1,klar,0.74,5,0,110.4,0.83,none,0.0,0.0,END,0,0.37
CASE_3005,Abholung,1,0.2,2024-04-17 16:08:00.000000,Fahrer_15,klar,0.56,2,0,39.6,1.08,none,0.0,1370.1,Depot_Eingang,0,1.0
CASE_3005,Depot_Eingang,2,0.4,2024-04-17 17:39:37.138234,Fahrer_15,klar,0.55,2,0,81.9,1.08,none,0.0,1278.5,Zollabfertigung,0,1.0
CASE_3005,Zollabfertigung,3,0.6,2024-04-17 20:04:54.861341,Fahrer_15,klar,0.28,2,0,347.8,1.08,none,0.0,1133.2,Hauptlauf,0,1.0
CASE_3005,Hauptlauf,4,0.8,2024-04-18 07:04:47.853784,Fahrer_15,klar,0.51,3,0,447.1,1.08,none,0.0,473.3,Auslieferung,0,1.0
CASE_3005,Auslieferung,5,1.0,2024-04-18 14:58:04.554786,Fahrer_15,klar,0.38,3,0,472.3,1.08,none,0.0,0.0,END,0,1.0
CASE_3006,Abholung,1,0.2,2024-01-29 17:14:00.000000,Fahrer_8,klar,0.75,0,0,44.2,1.3,Fahrzeugpanne,161.0,1234.9,Depot_Eingang,0,1.0
CASE_3006,Depot_Eingang,2,0.4,2024-01-29 18:54:10.593930,Fahrer_8,regen,0.85,0,0,164.0,1.3,none,0.0,1134.7,Zollabfertigung,0,1.0
CASE_3006,Zollabfertigung,3,0.6,2024-01-29 22:12:02.488900,Fahrer_8,schnee,0.54,0,0,328.0,1.3,none,0.0,936.9,Hauptlauf,0,1.0
CASE_3006,Hauptlauf,4,0.8,2024-01-30 03:10:58.629932,Fahrer_8,klar,0.33,1,0,527.9,1.3,none,0.0,637.9,Auslieferung,0,1.0
CASE_3006,Auslieferung,5,1.0,2024-01-30 13:48:54.372002,Fahrer_8,regen,0.2,1,0,594.1,1.3,none,0.0,0.0,END,0,1.0
CASE_3007,Abholung,1,0.2,2024-07-12 15:37:00.000000,Fahrer_3,schnee,0.47,4,0,46.5,0.88,Unfall,207.8,1099.7,Depot_Eingang,0,1.0
CASE_3007,Depot_Eingang,2,0.4,2024-07-12 17:49:29.853426,Fahrer_3,schnee,0.77,4,0,194.1,0.88,none,0.0,967.2,Zollabfertigung,0,1.0
CASE_3007,Zollabfertigung,3,0.6,2024-07-12 22:06:04.473627,Fahrer_3,klar,0.5,4,0,196.8,0.88,none,0.0,710.6,Hauptlauf,0,1.0
CASE_3007,Hauptlauf,4,0.8,2024-07-13 04:29:46.954513,Fahrer_3,regen,0.07,5,0,218.7,0.88,none,0.0,326.9,Auslieferung,0,1.0
CASE_3007,Auslieferung,5,1.0,2024-07-13 09:56:40.626641,Fahrer_3,schnee,0.66,5,0,331.4,0.88,none,0.0,0.0,END,0,1.0
CASE_3008,Abholung,1,0.25,2024-10-03 10:47:00.000000,Fahrer_10,schnee,0.27,3,0,42.9,0.83,none,0.0,721.5,Depot_Eingang,0,0.11
CASE_3008,Depot_Eingang,2,0.5,2024-10-03 12:14:53.573856,Fahrer_10,regen,0.23,3,0,60.4,0.83,none,0.0,633.6,Hauptlauf,0,0.11
CASE_3008,Hauptlauf,3,0.75,2024-10-03 13:42:23.334773,Fahrer_10,klar,0.31,3,0,24.5,0.83,none,0.0,546.1,Auslieferung,0,0.11
CASE_3008,Auslieferung,4,1.0,2024-10-03 22:48:27.954883,Fahrer_10,regen,0.3,3,0,32.9,0.83,none,0.0,0.0,END,0,0.11
CASE_3009,Abholung,1,0.2,2024-12-08 16:24:00.000000,Fahrer_17,klar,0.59,6,0,34.4,1.08,none,0.0,1106.3,Depot_Eingang,0,1.0
CASE_3009,Depot_Eingang,2,0.4,2024-12-08 17:44:23.344530,Fahrer_17,klar,0.6,6,0,80.9,1.08,none,0.0,1025.9,Zollabfertigung,0,1.0
CASE_3009,Zollabfertigung,3,0.6,2024-12-08 20:17:51.724294,Fahrer_17,klar,0.1,6,0,248.9,1.08,none,0.0,872.4,Hauptlauf,0,1.0
CASE_3009,Hauptlauf,4,0.8,2024-12-09 06:28:54.322149,Fahrer_17,klar,0.44,0,0,320.3,1.08,none,0.0,261.4,Auslieferung,0,1.0
CASE_3009,Auslieferung,5,1.0,2024-12-09 10:50:16.342444,Fahrer_17,regen,0.57,0,0,394.4,1.08,none,0.0,0.0,END,0,1.0
CASE_3010,Abholung,1,0.2,2024-07-17 15:56:00.000000,Fahrer_15,nebel,0.27,2,0,21.4,0.96,none,0.0,1432.3,Depot_Eingang,0,0.68
CASE_3010,Depot_Eingang,2,0.4,2024-07-17 17:37:25.274955,Fahrer_15,schnee,0.59,2,0,75.1,0.96,none,0.0,1330.9,Zollabfertigung,0,0.68
CASE_3010,Zollabfertigung,3,0.6,2024-07-17 21:17:05.230663,Fahrer_15,klar,0.29,2,0,117.0,0.96,none,0.0,1111.2,Hauptlauf,0,0.68
CASE_3010,Hauptlauf,4,0.8,2024-07-18 04:50:57.268688,Fahrer_15,klar,0.35,3,0,168.3,0.96,none,0.0,657.3,Auslieferung,0,0.68
CASE_3010,Auslieferung,5,1.0,2024-07-18 15:48:16.772035,Fahrer_15,regen,0.35,3,0,205.2,0.96,none,0.0,0.0,END,0,0.68
CASE_3011,Abholung,1,0.2,2024-03-17 06:17:00.000000,Fahrer_10,klar,0.15,6,0,11.4,1.15,none,0.0,1201.4,Depot_Eingang,0,1.0
CASE_3011,Depot_Eingang,2,0.4,2024-03-17 07:15:21.186628,Fahrer_10,schnee,0.37,6,0,170.2,1.15,none,0.0,1143.1,Zollabfertigung,0,1.0
CASE_3011,Zollabfertigung,3,0.6,2024-03-17 11:17:14.946522,Fahrer_10,klar,0.09,6,0,325.5,1.15,none,0.0,901.2,Hauptlauf,0,1.0
CASE_3011,Hauptlauf,4,0.8,2024-03-17 16:27:28.327694,Fahrer_10,klar,0.65,6,0,480.4,1.15,Fahrzeugpanne,161.1,590.9,Auslieferung,0,1.0
CASE_3011,Auslieferung,5,1.0,2024-03-18 02:18:24.548902,Fahrer_10,klar,0.62,0,0,526.2,1.15,none,0.0,0.0,END,0,1.0
CASE_3012,Abholung,1,0.25,2024-10-31 06:54:00.000000,Fahrer_6,regen,0.25,3,0,29.0,1.0,none,0.0,978.9,Depot_Eingang,0,0.49
CASE_3012,Depot_Eingang,2,0.5,2024-10-31 08:00:01.921695,Fahrer_6,klar,0.68,3,0,56.3,1.0,none,0.0,912.9,Hauptlauf,0,0.49
CASE_3012,Hauptlauf,3,0.75,2024-10-31 10:53:17.477561,Fahrer_6,klar,0.23,3,0,128.9,1.0,none,0.0,739.6,Auslieferung,0,0.49
CASE_3012,Auslieferung,4,1.0,2024-10-31 23:12:55.189884,Fahrer_6,klar,0.33,3,0,146.9,1.0,none,0.0,0.0,END,0,0.49
CASE_3013,Abholung,1,0.2,2024-05-19 12:30:00.000000,Fahrer_6,klar,0.04,6,0,-3.6,0.89,Fahrzeugpanne,124.9,1190.8,Depot_Eingang,1,-0.07
CASE_3013,Depot_Eingang,2,0.4,2024-05-19 13:09:22.458845,Fahrer_6,klar,0.11,6,0,-19.0,0.89,none,0.0,1151.4,Zollabfertigung,1,-0.07
CASE_3013,Zollabfertigung,3,0.6,2024-05-19 15:34:00.770503,Fahrer_6,regen,0.24,6,0,-48.9,0.89,none,0.0,1006.8,Hauptlauf,1,-0.07
CASE_3013,Hauptlauf,4,0.8,2024-05-19 23:04:04.100770,Fahrer_6,schnee,0.1,6,0,-69.2,0.89,none,0.0,556.7,Auslieferung,1,-0.07
CASE_3013,Auslieferung,5,1.0,2024-05-20 08:20:48.417502,Fahrer_6,regen,0.89,0,0,-22.2,0.89,none,0.0,0.0,END,1,-0.07
CASE_3014,Abholung,1,0.25,2024-03-19 17:16:00.000000,Fahrer_10,regen,0.51,1,0,52.7,1.1,none,0.0,977.1,Depot_Eingang,0,0.99
CASE_3014,Depot_Eingang,2,0.5,2024-03-19 19:36:42.047214,Fahrer_10,klar,0.33,1,0,80.4,1.1,none,0.0,836.4,Hauptlauf,0,0.99
CASE_3014,Hauptlauf,3,0.75,2024-03-19 21:36:25.064973,Fahrer_10,klar,0.23,1,0,212.1,1.1,none,0.0,716.7,Auslieferung,0,0.99
CASE_3014,Auslieferung,4,1.0,2024-03-20 09:33:08.562379,Fahrer_10,schnee,0.65,2,0,296.9,1.1,none,0.0,0.0,END,0,0.99
CASE_3015,Abholung,1,0.25,2024-08-26 13:45:00.000000,Fahrer_5,klar,0.48,0,0,31.3,1.18,none,0.0,1248.4,Depot_Eingang,0,1.0
CASE_3015,Depot_Eingang,2,0.5,2024-08-26 15:40:19.929800,Fahrer_5,regen,0.51,0,0,120.2,1.18,none,0.0,1133.1,Hauptlauf,0,1.0
CASE_3015,Hauptlauf,3,0.75,2024-08-26 18:44:11.362506,Fahrer_5,klar,0.75,0,0,366.4,1.18,none,0.0,949.2,Auslieferung,0,1.0
CASE_3015,Auslieferung,4,1.0,2024-08-27 10:33:24.159102,Fahrer_5,regen,0.29,1,0,428.8,1.18,none,0.0,0.0,END,0,1.0
CASE_3016,Abholung,1,0.2,2024-11-06 06:06:00.000000,Fahrer_9,klar,0.31,2,0,30.0,1.22,none,0.0,1147.1,Depot_Eingang,0,1.0
CASE_3016,Depot_Eingang,2,0.4,2024-11-06 07:41:00.825184,Fahrer_9,klar,0.67,2,0,94.5,1.22,none,0.0,1052.1,Zollabfertigung,0,1.0
CASE_3016,Zollabfertigung,3,0.6,2024-11-06 10:50:28.855301,Fahrer_9,klar,0.33,2,0,275.5,1.22,none,0.0,862.7,Hauptlauf,0,1.0
CASE_3016,Hauptlauf,4,0.8,2024-11-06 17:53:29.952246,Fahrer_9,regen,0.58,2,0,430.1,1.22,none,0.0,439.6,Auslieferung,0,1.0
CASE_3016,Auslieferung,5,1.0,2024-11-07 01:13:07.962723,Fahrer_9,nebel,0.31,3,0,500.5,1.22,none,0.0,0.0,END,0,1.0
CASE_3017,Abholung,1,0.2,2024-04-06 18:32:00.000000,Fahrer_20,regen,0.58,5,0,60.6,1.18,none,0.0,1031.7,Depot_Eingang,0,1.0
CASE_3017,Depot_Eingang,2,0.4,2024-04-06 20:07:34.051007,Fahrer_20,regen,0.06,5,0,128.4,1.18,none,0.0,936.1,Zollabfertigung,0,1.0
CASE_3017,Zollabfertigung,3,0.6,2024-04-07 00:05:25.940540,Fahrer_20,klar,0.07,6,0,179.5,1.18,none,0.0,698.2,Hauptlauf,0,1.0
CASE_3017,Hauptlauf,4,0.8,2024-04-07 03:27:28.449119,Fahrer_20,schnee,0.06,6,0,410.7,1.18,none,0.0,496.2,Auslieferung,0,1.0
CASE_3017,Auslieferung,5,1.0,2024-04-07 11:43:39.329312,Fahrer_20,regen,0.16,6,0,468.4,1.18,none,0.0,0.0,END,0,1.0
CASE_3018,Abholung,1,0.25,2024-08-29 09:32:00.000000,Fahrer_14,regen,0.56,3,0,24.8,1.02,none,0.0,562.7,Depot_Eingang,0,0.99
CASE_3018,Depot_Eingang,2,0.5,2024-08-29 10:27:49.943226,Fahrer_14,regen,0.31,3,0,65.7,1.02,none,0.0,506.9,Hauptlauf,0,0.99
CASE_3018,Hauptlauf,3,0.75,2024-08-29 13:06:43.451378,Fahrer_14,schnee,0.34,3,0,219.7,1.02,none,0.0,348.0,Auslieferung,0,0.99
CASE_3018,Auslieferung,4,1.0,2024-08-29 18:54:42.510366,Fahrer_14,regen,0.64,3,0,295.9,1.02,none,0.0,0.0,END,0,0.99
CASE_3019,Abholung,1,0.25,2024-02-23 09:19:00.000000,Fahrer_5,nebel,0.89,4,0,52.1,1.13,none,0.0,899.2,Depot_Eingang,0,0.92
CASE_3019,Depot_Eingang,2,0.5,2024-02-23 11:25:05.889292,Fahrer_5,klar,0.38,4,0,100.1,1.13,none,0.0,773.1,Hauptlauf,0,0.92
CASE_3019,Hauptlauf,3,0.75,2024-02-23 14:00:05.289240,Fahrer_5,klar,0.53,4,0,237.2,1.13,none,0.0,618.1,Auslieferung,0,0.92
CASE_3019,Auslieferung,4,1.0,2024-02-24 00:18:11.027764,Fahrer_5,regen,0.05,5,0,275.5,1.13,none,0.0,0.0,END,0,0.92
CASE_3020,Abholung,1,0.2,2024-10-20 18:00:00.000000,Fahrer_1,nebel,0.62,6,0,74.9,1.14,none,0.0,1541.2,Depot_Eingang,0,1.0
CASE_3020,Depot_Eingang,2,0.4,2024-10-20 20:21:53.319183,Fahrer_1,regen,0.04,6,0,137.9,1.14,none,0.0,1399.3,Zollabfertigung,0,1.0
CASE_3020,Zollabfertigung,3,0.6,2024-10-20 23:25:56.681856,Fahrer_1,klar,0.12,6,0,206.6,1.14,none,0.0,1215.2,Hauptlauf,0,1.0
